County,Precinct,JoinField,Trump,Harris,Total
BEAVER,BV01,BEAVER: BV01,632,69,707
BEAVER,BV02,BEAVER: BV02,540,69,615
BEAVER,BV03,BEAVER: BV03,196,13,209
BEAVER,BV04,BEAVER: BV04,406,51,462
BEAVER,GR01,BEAVER: GR01,100,15,115
BEAVER,ML01,BEAVER: ML01,71,20,94
BEAVER,ML02,BEAVER: ML02,327,111,444
BEAVER,ML03,BEAVER: ML03,94,20,118
BEAVER,MV01,BEAVER: MV01,415,26,448
BOX ELDER,BC01,BOX ELDER: BC01,290,116,425
BOX ELDER,BC02,BOX ELDER: BC02,461,180,682
BOX ELDER,BC03,BOX ELDER: BC03,397,168,603
BOX ELDER,BC04,BOX ELDER: BC04,377,126,527
BOX ELDER,BC05,BOX ELDER: BC05,328,126,472
BOX ELDER,BC06,BOX ELDER: BC06,687,204,956
BOX ELDER,BC07,BOX ELDER: BC07,484,195,722
BOX ELDER,BC08,BOX ELDER: BC08,390,152,579
BOX ELDER,BC09,BOX ELDER: BC09,233,65,321
BOX ELDER,BC10,BOX ELDER: BC10,538,183,776
BOX ELDER,BC11,BOX ELDER: BC11,228,100,341
BOX ELDER,BC12,BOX ELDER: BC12,430,208,682
BOX ELDER,BC13,BOX ELDER: BC13,352,122,496
BOX ELDER,BC14,BOX ELDER: BC14,453,209,710
BOX ELDER,BC15,BOX ELDER: BC15,495,176,717
BOX ELDER,BCNW,BOX ELDER: BCNW,470,82,584
BOX ELDER,BD/C,BOX ELDER: BD/C,338,36,386
BOX ELDER,BEAR,BOX ELDER: BEAR,521,70,619
BOX ELDER,BOXW,BOX ELDER: BOXW,182,4,193
BOX ELDER,COR1,BOX ELDER: COR1,626,113,774
BOX ELDER,DEWY,BOX ELDER: DEWY,313,64,391
BOX ELDER,ELWD,BOX ELDER: ELWD,727,88,869
BOX ELDER,FLDG1,BOX ELDER: FLDG1,272,23,307
BOX ELDER,FLDG2,BOX ELDER: FLDG2,346,37,390
BOX ELDER,GAR1,BOX ELDER: GAR1,663,97,792
BOX ELDER,GAR2,BOX ELDER: GAR2,481,96,602
BOX ELDER,GARE,BOX ELDER: GARE,366,23,422
BOX ELDER,HNY1,BOX ELDER: HNY1,390,60,477
BOX ELDER,HNY2,BOX ELDER: HNY2,356,61,448
BOX ELDER,HONY,BOX ELDER: HONY,0,0,0
BOX ELDER,HOWL,BOX ELDER: HOWL,129,17,148
BOX ELDER,MANT,BOX ELDER: MANT,652,105,807
BOX ELDER,PER1,BOX ELDER: PER1,711,166,927
BOX ELDER,PER2,BOX ELDER: PER2,366,91,486
BOX ELDER,PER3,BOX ELDER: PER3,563,160,786
BOX ELDER,PER4,BOX ELDER: PER4,682,153,884
BOX ELDER,PLYM,BOX ELDER: PLYM,311,26,347
BOX ELDER,PORT,BOX ELDER: PORT,157,16,181
BOX ELDER,RIV,BOX ELDER: RIV,341,31,395
BOX ELDER,SNOW,BOX ELDER: SNOW,90,4,96
BOX ELDER,SW01,BOX ELDER: SW01,434,78,535
BOX ELDER,SW02,BOX ELDER: SW02,309,68,395
BOX ELDER,TRE1,BOX ELDER: TRE1,703,128,863
BOX ELDER,TRE2,BOX ELDER: TRE2,527,102,651
BOX ELDER,TRE3,BOX ELDER: TRE3,643,139,819
BOX ELDER,TRE4,BOX ELDER: TRE4,856,195,1088
BOX ELDER,TRE5,BOX ELDER: TRE5,675,138,851
BOX ELDER,TRE6,BOX ELDER: TRE6,340,78,431
BOX ELDER,TRES,BOX ELDER: TRES,523,55,609
BOX ELDER,TREW,BOX ELDER: TREW,668,106,824
BOX ELDER,WLD1,BOX ELDER: WLD1,532,132,696
BOX ELDER,WLD2,BOX ELDER: WLD2,447,102,586
CACHE,AMA:I,CACHE: AMA:I,189,37,235
CACHE,AMA:U1,CACHE: AMA:U1,2,0,2
CACHE,AMA:U2,CACHE: AMA:U2,0,0,0
CACHE,AMA:U3,CACHE: AMA:U3,13,0,13
CACHE,BEN,CACHE: BEN,296,67,381
CACHE,CLK:I,CACHE: CLK:I,324,50,389
CACHE,CLK:U1,CACHE: CLK:U1,33,7,44
CACHE,CLK:U2,CACHE: CLK:U2,0,0,0
CACHE,COR:I,CACHE: COR:I,106,11,121
CACHE,COR:U,CACHE: COR:U,14,3,17
CACHE,COV:U,CACHE: COV:U,211,34,262
CACHE,COV:U2,CACHE: COV:U2,43,7,52
CACHE,CY,CACHE: CY,391,85,515
CACHE,HYD01:I,CACHE: HYD01:I,530,247,849
CACHE,HYD01:U,CACHE: HYD01:U,0,0,0
CACHE,HYD02:I,CACHE: HYD02:I,601,302,966
CACHE,HYD02:U1,CACHE: HYD02:U1,31,4,36
CACHE,HYD02:U2,CACHE: HYD02:U2,0,0,0
CACHE,HYD03:I,CACHE: HYD03:I,864,339,1279
CACHE,HYD03:U,CACHE: HYD03:U,0,0,0
CACHE,HYR01:I,CACHE: HYR01:I,487,181,710
CACHE,HYR01:U,CACHE: HYR01:U,126,28,158
CACHE,HYR02:I,CACHE: HYR02:I,486,132,645
CACHE,HYR02:U1,CACHE: HYR02:U1,12,0,13
CACHE,HYR02:U2,CACHE: HYR02:U2,0,0,0
CACHE,HYR03:I,CACHE: HYR03:I,641,186,883
CACHE,HYR03:U,CACHE: HYR03:U,11,3,15
CACHE,HYR04:I,CACHE: HYR04:I,795,227,1102
CACHE,HYR04:U1,CACHE: HYR04:U1,0,0,0
CACHE,HYR04:U2,CACHE: HYR04:U2,73,8,86
CACHE,HYR04:U3,CACHE: HYR04:U3,1,0,1
CACHE,HYR05:I,CACHE: HYR05:I,1037,362,1494
CACHE,HYR05:U1,CACHE: HYR05:U1,19,2,21
CACHE,HYR05:U2,CACHE: HYR05:U2,0,0,7
CACHE,LEW00,CACHE: LEW00,0,0,0
CACHE,LEW01:I,CACHE: LEW01:I,734,156,933
CACHE,LEW01:U1,CACHE: LEW01:U1,0,0,3
CACHE,LEW01:U2,CACHE: LEW01:U2,0,0,0
CACHE,LEW01:U3,CACHE: LEW01:U3,0,0,0
CACHE,LEW01:U4,CACHE: LEW01:U4,0,0,0
CACHE,LOG01,CACHE: LOG01,597,497,1165
CACHE,LOG02,CACHE: LOG02,443,358,851
CACHE,LOG03,CACHE: LOG03,258,237,523
CACHE,LOG04,CACHE: LOG04,474,400,941
CACHE,LOG05,CACHE: LOG05,541,402,1008
CACHE,LOG06,CACHE: LOG06,333,224,606
CACHE,LOG07,CACHE: LOG07,250,278,582
CACHE,LOG08,CACHE: LOG08,269,357,682
CACHE,LOG09,CACHE: LOG09,426,281,756
CACHE,LOG10,CACHE: LOG10,322,430,806
CACHE,LOG11,CACHE: LOG11,167,212,413
CACHE,LOG12,CACHE: LOG12,444,320,826
CACHE,LOG13:I,CACHE: LOG13:I,230,284,536
CACHE,LOG13:U,CACHE: LOG13:U,1,0,1
CACHE,LOG14:I,CACHE: LOG14:I,338,328,717
CACHE,LOG14:U1,CACHE: LOG14:U1,0,0,0
CACHE,LOG14:U2,CACHE: LOG14:U2,0,0,0
CACHE,LOG14:U3,CACHE: LOG14:U3,0,0,0
CACHE,LOG15,CACHE: LOG15,306,180,508
CACHE,LOG16,CACHE: LOG16,432,465,956
CACHE,LOG17,CACHE: LOG17,337,362,745
CACHE,LOG18:CSD,CACHE: LOG18:CSD,95,104,202
CACHE,LOG18:IA,CACHE: LOG18:IA,408,447,923
CACHE,LOG18:IB,CACHE: LOG18:IB,0,0,0
CACHE,LOG19,CACHE: LOG19,285,324,650
CACHE,LOG20,CACHE: LOG20,422,400,867
CACHE,LOG21:CSD,CACHE: LOG21:CSD,3,1,4
CACHE,LOG21:IA,CACHE: LOG21:IA,422,343,828
CACHE,LOG21:IB,CACHE: LOG21:IB,0,0,1
CACHE,LOG21:IC,CACHE: LOG21:IC,0,0,0
CACHE,LOG22:CSD,CACHE: LOG22:CSD,26,34,66
CACHE,LOG22:I,CACHE: LOG22:I,239,134,403
CACHE,LOG23,CACHE: LOG23,388,242,677
CACHE,LOG24:17C1,CACHE: LOG24:17C1,0,0,0
CACHE,LOG24:17C2,CACHE: LOG24:17C2,2,0,2
CACHE,LOG24:CSD1,CACHE: LOG24:CSD1,0,0,0
CACHE,LOG24:CSD2,CACHE: LOG24:CSD2,173,86,281
CACHE,LOG24:CSD3,CACHE: LOG24:CSD3,113,102,224
CACHE,LOG24:I,CACHE: LOG24:I,461,273,774
CACHE,LOG24:U,CACHE: LOG24:U,0,0,0
CACHE,LOG25,CACHE: LOG25,205,109,340
CACHE,MEN01,CACHE: MEN01,125,23,156
CACHE,MEN02:I,CACHE: MEN02:I,606,150,812
CACHE,MEN02:U,CACHE: MEN02:U,445,112,596
CACHE,MIL01:I,CACHE: MIL01:I,824,215,1115
CACHE,MIL01:U,CACHE: MIL01:U,0,0,0
CACHE,MIL02:I,CACHE: MIL02:I,61,16,82
CACHE,MIL02:U1,CACHE: MIL02:U1,39,9,52
CACHE,MIL02:U2,CACHE: MIL02:U2,0,0,0
CACHE,NEW:I,CACHE: NEW:I,371,78,477
CACHE,NEW:U,CACHE: NEW:U,89,16,108
CACHE,NEW:U2,CACHE: NEW:U2,12,0,12
CACHE,NIB01:IA,CACHE: NIB01:IA,483,187,711
CACHE,NIB01:IB,CACHE: NIB01:IB,0,0,0
CACHE,NIB01:U1,CACHE: NIB01:U1,1,0,1
CACHE,NIB01:U2,CACHE: NIB01:U2,0,0,1
CACHE,NIB01:U3,CACHE: NIB01:U3,29,5,36
CACHE,NIB02,CACHE: NIB02,805,300,1195
CACHE,NIB03,CACHE: NIB03,612,213,864
CACHE,NIB04:I,CACHE: NIB04:I,755,201,1022
CACHE,NIB04:U,CACHE: NIB04:U,38,10,58
CACHE,NLG01,CACHE: NLG01,538,405,1007
CACHE,NLG02,CACHE: NLG02,652,408,1125
CACHE,NLG03:I,CACHE: NLG03:I,501,213,772
CACHE,NLG03:U,CACHE: NLG03:U,5,6,11
CACHE,NLG04:I,CACHE: NLG04:I,745,302,1145
CACHE,NLG04:U,CACHE: NLG04:U,33,3,36
CACHE,NLG05,CACHE: NLG05,452,269,780
CACHE,NLG06,CACHE: NLG06,446,299,807
CACHE,PAR:I,CACHE: PAR:I,453,76,556
CACHE,PAR:U,CACHE: PAR:U,407,93,531
CACHE,PRO01:IA,CACHE: PRO01:IA,362,136,524
CACHE,PRO01:IB,CACHE: PRO01:IB,0,0,0
CACHE,PRO01:IC,CACHE: PRO01:IC,0,0,1
CACHE,PRO02:IA,CACHE: PRO02:IA,582,278,929
CACHE,PRO02:IB,CACHE: PRO02:IB,0,0,0
CACHE,PRO03:I,CACHE: PRO03:I,684,260,1015
CACHE,PRO03:U1,CACHE: PRO03:U1,2,1,3
CACHE,PRO03:U2,CACHE: PRO03:U2,0,0,0
CACHE,PRO03:U3,CACHE: PRO03:U3,6,1,7
CACHE,PRO04:I,CACHE: PRO04:I,495,298,854
CACHE,PRO04:U,CACHE: PRO04:U,0,0,0
CACHE,PRO05,CACHE: PRO05,493,244,792
CACHE,PRO06,CACHE: PRO06,551,232,845
CACHE,RCH01:I,CACHE: RCH01:I,584,130,744
CACHE,RCH01:U1,CACHE: RCH01:U1,2,0,2
CACHE,RCH01:U2,CACHE: RCH01:U2,2,0,2
CACHE,RCH01:U3,CACHE: RCH01:U3,33,6,41
CACHE,RCH02:I,CACHE: RCH02:I,555,138,722
CACHE,RCH02:U1,CACHE: RCH02:U1,23,1,25
CACHE,RCH02:U2,CACHE: RCH02:U2,55,12,70
CACHE,RCH03,CACHE: RCH03,0,0,0
CACHE,RVH01:I,CACHE: RVH01:I,494,313,868
CACHE,RVH01:U,CACHE: RVH01:U,1,1,2
CACHE,RVH01:U2,CACHE: RVH01:U2,1,1,2
CACHE,RVH02:I,CACHE: RVH02:I,166,111,297
CACHE,RVH02:U2,CACHE: RVH02:U2,2,0,2
CACHE,RVH02:U3,CACHE: RVH02:U3,2,2,4
CACHE,RVH02:U4,CACHE: RVH02:U4,3,1,4
CACHE,SMI01:I,CACHE: SMI01:I,652,229,957
CACHE,SMI01:U1,CACHE: SMI01:U1,53,4,60
CACHE,SMI01:U2,CACHE: SMI01:U2,0,0,0
CACHE,SMI02:I,CACHE: SMI02:I,811,258,1146
CACHE,SMI02:U,CACHE: SMI02:U,14,18,32
CACHE,SMI03:I,CACHE: SMI03:I,540,211,807
CACHE,SMI03:U,CACHE: SMI03:U,2,0,2
CACHE,SMI04:I,CACHE: SMI04:I,489,193,740
CACHE,SMI04:U,CACHE: SMI04:U,6,1,7
CACHE,SMI05:I,CACHE: SMI05:I,627,258,947
CACHE,SMI05:U,CACHE: SMI05:U,12,7,20
CACHE,SMI06:I,CACHE: SMI06:I,520,201,764
CACHE,SMI06:U,CACHE: SMI06:U,87,8,105
CACHE,SMI07:I,CACHE: SMI07:I,781,265,1124
CACHE,SMI07:U,CACHE: SMI07:U,142,29,183
CACHE,SMI08,CACHE: SMI08,377,113,517
CACHE,TRE,CACHE: TRE,218,35,265
CACHE,UNINHC:1,CACHE: UNINHC:1,0,0,0
CACHE,UNINHC:2,CACHE: UNINHC:2,0,0,0
CACHE,WEL01:I,CACHE: WEL01:I,683,131,847
CACHE,WEL01:U1,CACHE: WEL01:U1,139,31,176
CACHE,WEL01:U2,CACHE: WEL01:U2,0,0,0
CACHE,WEL01:U3,CACHE: WEL01:U3,5,1,6
CACHE,WEL02:I,CACHE: WEL02:I,461,122,622
CACHE,WEL02:U,CACHE: WEL02:U,31,3,34
CACHE,WEL03:I,CACHE: WEL03:I,516,83,635
CACHE,WEL03:U,CACHE: WEL03:U,185,38,232
CARBON,16,CARBON: 16,379,168,564
CARBON,17,CARBON: 17,389,173,583
CARBON,19,CARBON: 19,514,138,679
CARBON,2,CARBON: 2,23,6,31
CARBON,20,CARBON: 20,407,188,618
CARBON,21,CARBON: 21,336,227,575
CARBON,22,CARBON: 22,576,94,691
CARBON,27,CARBON: 27,184,67,262
CARBON,3,CARBON: 3,19,12,33
CARBON,30,CARBON: 30,415,170,604
CARBON,31,CARBON: 31,205,103,323
CARBON,32,CARBON: 32,311,159,490
CARBON,33,CARBON: 33,288,116,422
CARBON,34,CARBON: 34,371,116,506
CARBON,36,CARBON: 36,389,103,514
CARBON,37,CARBON: 37,524,165,733
CARBON,38,CARBON: 38,509,152,686
CARBON,39,CARBON: 39,452,144,621
CARBON,40,CARBON: 40,156,36,198
CARBON,7,CARBON: 7,268,185,470
DAGGETT,1001,DAGGETT: 1001,96,30,127
DAGGETT,1002,DAGGETT: 1002,344,70,426
DAGGETT,1003,DAGGETT: 1003,3,1,4
DAVIS,BO01:I-S-,DAVIS: BO01:I-S-,205,133,368
DAVIS,BO02:I-S-,DAVIS: BO02:I-S-,250,226,500
DAVIS,BO03:I-S-,DAVIS: BO03:I-S-,250,191,468
DAVIS,BO04:I-S-,DAVIS: BO04:I-S-,251,219,507
DAVIS,BO05:I-S-,DAVIS: BO05:I-S-,251,235,538
DAVIS,BO05:U-S-,DAVIS: BO05:U-S-,0,0,0
DAVIS,BO06:I-S-,DAVIS: BO06:I-S-,276,207,519
DAVIS,BO07:I-S-,DAVIS: BO07:I-S-,277,244,564
DAVIS,BO08:I-S-,DAVIS: BO08:I-S-,378,216,652
DAVIS,BO09:I-S-,DAVIS: BO09:I-S-,262,191,489
DAVIS,BO10:I-S-,DAVIS: BO10:I-S-,307,133,480
DAVIS,BO11:I-S-,DAVIS: BO11:I-S-,259,187,471
DAVIS,BO12:I-S-,DAVIS: BO12:I-S-,232,237,509
DAVIS,BO13:I-S-,DAVIS: BO13:I-S-,315,239,603
DAVIS,BO14:I-S-,DAVIS: BO14:I-S-,289,227,578
DAVIS,BO15:I-S-,DAVIS: BO15:I-S-,271,202,524
DAVIS,BO16:I-S-,DAVIS: BO16:I-S-,263,249,550
DAVIS,BO17:I-S-,DAVIS: BO17:I-S-,223,217,480
DAVIS,BO18:I-S-,DAVIS: BO18:I-S-,234,199,469
DAVIS,BO19:I-S-,DAVIS: BO19:I-S-,274,243,554
DAVIS,BO20:I-S-,DAVIS: BO20:I-S-,268,218,521
DAVIS,BO21:I-S-,DAVIS: BO21:I-S-,347,233,622
DAVIS,BO22:I-S-,DAVIS: BO22:I-S-,342,227,628
DAVIS,BO23:I-S-,DAVIS: BO23:I-S-,190,183,399
DAVIS,BO24:I-S-,DAVIS: BO24:I-S-,265,221,528
DAVIS,BO25:I-S-,DAVIS: BO25:I-S-,295,250,587
DAVIS,BO26:I-S-,DAVIS: BO26:I-S-,252,183,483
DAVIS,BO27:I-S-,DAVIS: BO27:I-S-,281,161,476
DAVIS,BO28:I-S-,DAVIS: BO28:I-S-,260,218,524
DAVIS,BO29:I-S-,DAVIS: BO29:I-S-,242,247,533
DAVIS,BO30:I-S-,DAVIS: BO30:I-S-,249,191,488
DAVIS,BO31:I-S-,DAVIS: BO31:I-S-,270,228,545
DAVIS,BO32:I-S-,DAVIS: BO32:I-S-,247,204,490
DAVIS,BO33:IDS-,DAVIS: BO33:IDS-,267,201,506
DAVIS,BO34:IDS-,DAVIS: BO34:IDS-,256,237,524
DAVIS,BO35:IDS-,DAVIS: BO35:IDS-,365,258,661
DAVIS,BO36:I-S-,DAVIS: BO36:I-S-,263,189,492
DAVIS,BO37:I-S-,DAVIS: BO37:I-S-,320,235,593
DAVIS,BO38:I-S-,DAVIS: BO38:I-S-,295,274,632
DAVIS,BO39:I-S-,DAVIS: BO39:I-S-,301,264,614
DAVIS,BO40:IDS-,DAVIS: BO40:IDS-,286,270,601
DAVIS,BO40:I-S-,DAVIS: BO40:I-S-,2,0,2
DAVIS,BO41:IDS-,DAVIS: BO41:IDS-,257,220,523
DAVIS,BO42:I-S-,DAVIS: BO42:I-S-,283,168,487
DAVIS,BO43:IDS-,DAVIS: BO43:IDS-,1,1,2
DAVIS,BO43:I-S-,DAVIS: BO43:I-S-,267,220,525
DAVIS,BO44:I-S-,DAVIS: BO44:I-S-,394,174,626
DAVIS,CE01:I-S-,DAVIS: CE01:I-S-,365,247,651
DAVIS,CE02:I-S-,DAVIS: CE02:I-S-,349,190,585
DAVIS,CE03:I-S-,DAVIS: CE03:I-S-,351,195,621
DAVIS,CE04:I-S-,DAVIS: CE04:I-S-,374,213,653
DAVIS,CE05:I-S-,DAVIS: CE05:I-S-,264,224,518
DAVIS,CE06:I-S-,DAVIS: CE06:I-S-,303,151,515
DAVIS,CE07:I-S-,DAVIS: CE07:I-S-,332,215,603
DAVIS,CE08:I-S-,DAVIS: CE08:I-S-,326,261,630
DAVIS,CE09:I-S-,DAVIS: CE09:I-S-,330,258,621
DAVIS,CE10:I-S-,DAVIS: CE10:I-S-,293,179,507
DAVIS,CE11:I-S-,DAVIS: CE11:I-S-,293,250,571
DAVIS,CE12:I-S-,DAVIS: CE12:I-S-,299,182,530
DAVIS,CE13:I-S-,DAVIS: CE13:I-S-,238,164,431
DAVIS,CE14:I-S-,DAVIS: CE14:I-S-,373,262,687
DAVIS,CE15:I-S-,DAVIS: CE15:I-S-,287,199,535
DAVIS,CE16:I-S-,DAVIS: CE16:I-S-,261,158,472
DAVIS,CE17:I-S-,DAVIS: CE17:I-S-,67,40,117
DAVIS,CE18:I-SA,DAVIS: CE18:I-SA,0,0,0
DAVIS,CE18:I-SB,DAVIS: CE18:I-SB,0,0,0
DAVIS,CE18:U-S-,DAVIS: CE18:U-S-,0,0,0
DAVIS,CF01:I-N-,DAVIS: CF01:I-N-,215,132,368
DAVIS,CF02:I-N-,DAVIS: CF02:I-N-,381,207,625
DAVIS,CF02:U-N-,DAVIS: CF02:U-N-,1,2,3
DAVIS,CF03:I-N-,DAVIS: CF03:I-N-,359,219,616
DAVIS,CF04:I-N-,DAVIS: CF04:I-N-,33,38,73
DAVIS,CF05:I-N-,DAVIS: CF05:I-N-,367,244,648
DAVIS,CF06:I-N-,DAVIS: CF06:I-N-,251,121,395
DAVIS,CF07:I-N-,DAVIS: CF07:I-N-,237,208,474
DAVIS,CF08:I-N-,DAVIS: CF08:I-N-,144,160,323
DAVIS,CF09:I-N-,DAVIS: CF09:I-N-,276,204,508
DAVIS,CF10:I-N-,DAVIS: CF10:I-N-,382,179,603
DAVIS,CF11:I-N-,DAVIS: CF11:I-N-,27,35,69
DAVIS,CF12:I-N-,DAVIS: CF12:I-N-,117,90,226
DAVIS,CF13:I-N-,DAVIS: CF13:I-N-,281,153,470
DAVIS,CF14:I-N-,DAVIS: CF14:I-N-,229,137,385
DAVIS,CF15:I-N-,DAVIS: CF15:I-N-,163,141,318
DAVIS,CF16:I-N-,DAVIS: CF16:I-N-,355,229,616
DAVIS,CF17:I-N-,DAVIS: CF17:I-N-,208,197,416
DAVIS,CF18:I-N-,DAVIS: CF18:I-N-,210,194,419
DAVIS,CF19:I-N-,DAVIS: CF19:I-N-,110,128,246
DAVIS,CF20:I-N-,DAVIS: CF20:I-N-,241,162,431
DAVIS,CF21:I-N-,DAVIS: CF21:I-N-,271,179,476
DAVIS,CF22:I-N-,DAVIS: CF22:I-N-,250,169,442
DAVIS,CF23:I-N-,DAVIS: CF23:I-N-,344,241,627
DAVIS,CF24:I-N-,DAVIS: CF24:I-N-,318,234,584
DAVIS,CL01:I-N-,DAVIS: CL01:I-N-,430,157,610
DAVIS,CL02:I-N-,DAVIS: CL02:I-N-,222,92,326
DAVIS,CL03:I-N-,DAVIS: CL03:I-N-,209,72,298
DAVIS,CL04:I-N-,DAVIS: CL04:I-N-,310,170,513
DAVIS,CL05:I-N-,DAVIS: CL05:I-N-,211,154,390
DAVIS,CL06:IHN-,DAVIS: CL06:IHN-,0,0,0
DAVIS,CL06:I-N-,DAVIS: CL06:I-N-,257,94,365
DAVIS,CL07:I-N-,DAVIS: CL07:I-N-,399,173,609
DAVIS,CL08:I-N-,DAVIS: CL08:I-N-,305,188,513
DAVIS,CL09:I-N-,DAVIS: CL09:I-N-,188,94,299
DAVIS,CL10:I-N-,DAVIS: CL10:I-N-,306,129,463
DAVIS,CL11:I-N-,DAVIS: CL11:I-N-,355,194,586
DAVIS,CL12:I-N-,DAVIS: CL12:I-N-,232,67,312
DAVIS,CL13:I-N-,DAVIS: CL13:I-N-,178,99,303
DAVIS,CL14:I-N-,DAVIS: CL14:I-N-,301,145,468
DAVIS,CL15:I-N-,DAVIS: CL15:I-N-,341,175,552
DAVIS,CL16:I-N-,DAVIS: CL16:I-N-,282,124,433
DAVIS,CL17:I-N-,DAVIS: CL17:I-N-,380,222,646
DAVIS,CL18:I-N-,DAVIS: CL18:I-N-,405,248,689
DAVIS,CL19:I-N-,DAVIS: CL19:I-N-,457,132,629
DAVIS,CL20:I-N-,DAVIS: CL20:I-N-,370,192,591
DAVIS,CL21:I-N-,DAVIS: CL21:I-N-,425,255,715
DAVIS,CL22:I-N-,DAVIS: CL22:I-N-,201,110,326
DAVIS,DC01:U---,DAVIS: DC01:U---,0,0,0
DAVIS,DC02:U---,DAVIS: DC02:U---,0,0,0
DAVIS,DC03:U---,DAVIS: DC03:U---,0,0,0
DAVIS,DC04:U---,DAVIS: DC04:U---,0,0,0
DAVIS,DC05:U---,DAVIS: DC05:U---,0,0,0
DAVIS,DC06:U-S-,DAVIS: DC06:U-S-,0,0,0
DAVIS,DC07:U---,DAVIS: DC07:U---,0,0,0
DAVIS,DC08:U---,DAVIS: DC08:U---,0,0,0
DAVIS,DC08:U-SA,DAVIS: DC08:U-SA,0,0,0
DAVIS,DC08:U-SB,DAVIS: DC08:U-SB,0,0,0
DAVIS,DC08:U-SC,DAVIS: DC08:U-SC,0,0,0
DAVIS,DC09:U---,DAVIS: DC09:U---,0,0,0
DAVIS,DC10:U---,DAVIS: DC10:U---,0,0,0
DAVIS,DC11:U---,DAVIS: DC11:U---,0,0,0
DAVIS,DC12:U---,DAVIS: DC12:U---,0,0,0
DAVIS,DC13:U-C-,DAVIS: DC13:U-C-,0,0,0
DAVIS,DC14:U-S-,DAVIS: DC14:U-S-,0,0,0
DAVIS,DC15:U-S-,DAVIS: DC15:U-S-,0,0,0
DAVIS,DC16:U---,DAVIS: DC16:U---,0,0,0
DAVIS,DC17:U-S-,DAVIS: DC17:U-S-,0,0,0
DAVIS,FA01:IBC-,DAVIS: FA01:IBC-,272,208,522
DAVIS,FA01:UBC-,DAVIS: FA01:UBC-,2,0,2
DAVIS,FA02:IBC-,DAVIS: FA02:IBC-,330,219,601
DAVIS,FA03:IBC-,DAVIS: FA03:IBC-,332,174,535
DAVIS,FA03:I-C-,DAVIS: FA03:I-C-,18,8,26
DAVIS,FA04:IBC-,DAVIS: FA04:IBC-,359,193,600
DAVIS,FA05:IBC-,DAVIS: FA05:IBC-,331,201,561
DAVIS,FA06:IBC-,DAVIS: FA06:IBC-,355,240,630
DAVIS,FA07:I-C-,DAVIS: FA07:I-C-,366,194,601
DAVIS,FA08:IBC-,DAVIS: FA08:IBC-,411,230,687
DAVIS,FA09:IBC-,DAVIS: FA09:IBC-,237,151,422
DAVIS,FA10:I-C-,DAVIS: FA10:I-C-,329,280,640
DAVIS,FA11:I-C-,DAVIS: FA11:I-C-,319,315,668
DAVIS,FA12:I-C-,DAVIS: FA12:I-C-,401,163,624
DAVIS,FA12:U-C-,DAVIS: FA12:U-C-,2,0,2
DAVIS,FA13:I-C-,DAVIS: FA13:I-C-,387,172,586
DAVIS,FA14:I-C-,DAVIS: FA14:I-C-,324,206,573
DAVIS,FA14:U-C-,DAVIS: FA14:U-C-,0,0,0
DAVIS,FA15:I-C-,DAVIS: FA15:I-C-,274,198,507
DAVIS,FA16:IBC-,DAVIS: FA16:IBC-,302,206,553
DAVIS,FA17:IBC-,DAVIS: FA17:IBC-,329,233,615
DAVIS,FA18:IBC-,DAVIS: FA18:IBC-,311,231,582
DAVIS,FA19:IBC-,DAVIS: FA19:IBC-,284,98,422
DAVIS,FA20:IBC-,DAVIS: FA20:IBC-,276,162,474
DAVIS,FA21:IBC-,DAVIS: FA21:IBC-,287,175,520
DAVIS,FA22:IBC-,DAVIS: FA22:IBC-,218,170,415
DAVIS,FA23:IBC-,DAVIS: FA23:IBC-,345,172,557
DAVIS,FA24:UBC-,DAVIS: FA24:UBC-,0,0,0
DAVIS,FA24:U-C-,DAVIS: FA24:U-C-,10,7,18
DAVIS,FA25:UBCA,DAVIS: FA25:UBCA,0,0,0
DAVIS,FA25:UBCB,DAVIS: FA25:UBCB,0,0,0
DAVIS,FA25:UBCC,DAVIS: FA25:UBCC,0,0,0
DAVIS,FA25:UBCD,DAVIS: FA25:UBCD,0,0,0
DAVIS,FA25:U-C-,DAVIS: FA25:U-C-,0,0,0
DAVIS,FH01:I-C-,DAVIS: FH01:I-C-,294,141,484
DAVIS,FH01:I-N-,DAVIS: FH01:I-N-,23,16,41
DAVIS,FH01:U-CA,DAVIS: FH01:U-CA,2,0,2
DAVIS,FH01:U-CB,DAVIS: FH01:U-CB,3,1,4
DAVIS,FH02:I-C-,DAVIS: FH02:I-C-,291,155,504
DAVIS,FH03:I-C-,DAVIS: FH03:I-C-,306,102,437
DAVIS,FH04:I-C-,DAVIS: FH04:I-C-,259,111,400
DAVIS,FH05:I-C-,DAVIS: FH05:I-C-,227,87,343
DAVIS,FH06:I-C-,DAVIS: FH06:I-C-,313,170,526
DAVIS,FH07:I-C-,DAVIS: FH07:I-C-,296,138,468
DAVIS,FH08:IBC-,DAVIS: FH08:IBC-,217,110,356
DAVIS,HA01:U-N-,DAVIS: HA01:U-N-,63,26,91
DAVIS,KA01:I-C-,DAVIS: KA01:I-C-,368,185,602
DAVIS,KA01:I-N-,DAVIS: KA01:I-N-,30,18,53
DAVIS,KA02:I-C-,DAVIS: KA02:I-C-,325,147,524
DAVIS,KA02:I-NA,DAVIS: KA02:I-NA,16,0,21
DAVIS,KA02:I-NB,DAVIS: KA02:I-NB,0,0,0
